v, x, y
0.7961442791892608, 0.19500000000000006, -0.4975
0.7961019493942284, 0.1975, -0.4975
0.7960591675418669, 0.20000000000000007, -0.4975
0.7960159185094849, 0.2025, -0.4975
0.7959721866617375, 0.20499999999999996, -0.4975
0.7959279558313184, 0.20750000000000002, -0.4975
0.7958832092968884, 0.20999999999999996, -0.4975
0.7958379297614528, 0.21250000000000002, -0.4975
0.7957920993278597, 0.21499999999999997, -0.4975
0.795745699474584, 0.21750000000000003, -0.4975
0.7956987110284965, 0.21999999999999997, -0.4975
0.7956511141377343, 0.22250000000000003, -0.4975
0.7956028882413958, 0.22499999999999998, -0.4975
0.7955540120391269, 0.22750000000000004, -0.4975
0.7955044634573463, 0.22999999999999998, -0.4975
0.7954542196151186, 0.23250000000000004, -0.4975
0.7954032567864506, 0.235, -0.4975
0.7953515503619574, 0.23750000000000004, -0.4975
0.7952990748066959, 0.24, -0.4975
0.7952458036170503, 0.24250000000000005, -0.4975
0.7951917092734831, 0.245, -0.4975
0.795136763191972, 0.24750000000000005, -0.4975
0.795080935670958, 0.25, -0.4975
0.7950241958365519, 0.25250000000000006, -0.4975
0.7949665115828388, 0.255, -0.4975
0.7949078495099411, 0.25750000000000006, -0.4975
0.7948481748566911, 0.26, -0.4975
0.794787451430482, 0.26250000000000007, -0.4975
0.7947256415311463, 0.265, -0.4975
0.7946627058713347, 0.26750000000000007, -0.4975
0.7945986034902328, 0.27, -0.4975
0.7945332916629788, 0.27249999999999996, -0.4975
0.7944667258026, 0.275, -0.4975
0.7943988593567044, 0.27749999999999997, -0.4975
0.7943296436957155, 0.28, -0.4975
0.7942590279947416, 0.2825, -0.4975
0.7941869591058163, 0.28500000000000003, -0.4975
